NOME FANTASIA,RAZÃO SOCIAL,CNPJ,TIPO,ATIVIDADE,NATUREZA JURÍDICA,PORTE,FATURAMENTO,CAPITAL SOCIAL,QUANT. FUNC.,DATA ABERT.,SÓCIOS,TELEFONE,EMAIL,CIDADE,ESTADO,BAIRRO,CEP,LOGRADOURO,NÚMERO,LOCATION,Lat,Lng,km.res$cluster
"Americas Global Trade Importacao, Exportacao E Comercio Ltda - Epp","Americas Global Trade Importacao, Exportacao E Comercio Ltda - Epp",23.783.754/0001-60,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,12/3/2015,Não informado,(83) 3321-6980,fcosolano.escritorio@hotmail.com,Bayeux,PB,Sesi,58.306-000,Avenida Liberdade,3230,"Avenida Liberdade, Bayeux - PB",-7.1224175,-34.9145398,4
Gold Protector,Ar Importacao E Comercio De Equipamentos Para Seguranca Ltda - Epp,20.359.965/0001-82,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,6/2/2014,Não informado,(83) 9609-7071,rodrigocastro83@hotmail.com,Cabedelo,PB,Parque Esperana Renascer Ii,58.108-182,Rua Santo Antonio,186,"Rua Santo Antonio, Cabedelo - PB",-7.0771616,-34.8517896,4
Cirugica Nossa Senhora Da Luz,Leonardo De Oliveira Mafra - Epp,03.670.968/0001-13,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,até 4,2/11/2000,Não informado,Não informado,Não informado,Guarabira,PB,Centro,58.200-000,Osorio De Aquino,33,"Osorio De Aquino, Guarabira - PB",-6.853315,-35.4880368,4
Mobilhe,Nataly Decor Comercio De Moveis E Decoracoes Eireli - Epp,22.525.528/0001-17,COMÉRCIO,Comércio Atacadista,Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,5/26/2015,Não informado,(83) 8620-2368,Não informado,Santa Rita,PB,Centro,58.300-160,Monsenhor Rafael De Barros,36,"Monsenhor Rafael De Barros, Santa Rita - PB",-7.1227705,-34.9797766,4
Jose Renato Da Fonseca Souza - Epp,Jose Renato Da Fonseca Souza - Epp,13.173.140/0001-03,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,1/27/2011,Não informado,(83) 8770-9987,Não informado,Cruz Do Espirito Santo,PB,Centro,58.337-000,Rua Cezar Cartaxo,56,"Rua Cezar Cartaxo, Cruz Do Espirito Santo - PB",-7.1409389,-35.0907436,4
Atacadista Br,Atacadista Br Ltda - Epp,10.962.601/0001-39,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,7/7/2009,Não informado,(83) 3441-1738,Não informado,Belem Do Brejo Do Cruz,PB,Centro,58.895-000,Rua Alcindo Olimpio Maia,144,"Rua Alcindo Olimpio Maia, Belem Do Brejo Do Cruz - PB",-6.1872648,-37.533044,2
Ibiza Comercial,Ibiza Comercio E Transportes Ltda - Epp,21.694.933/0001-04,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,20/11/2014,Não informado,(99) 8223-2520,Não informado,Patos,PB,Centro,58.700-070,Rua Doutor Pedro Firmino,147,"Rua Doutor Pedro Firmino, Patos - PB",-7.0085965,-37.2869952,4
Josivan Pereira Da Silva - Epp,Josivan Pereira Da Silva - Epp,70.099.668/0001-13,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,11/1/1994,Não informado,(83) 3372-2001,Não informado,Cuite,PB,Basilio Fonseca,58.175-000,Rua Adauto Soares,344,"Rua Adauto Soares, Cuite - PB",-6.4812158,-36.150541,2
Ferrer Representacoes,Ferrer Comercio De Eletrodomesticos E Representacoes Ltda - Epp,06.121.355/0001-15,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/2/2004,Não informado,(83) 3222-6066,financeiro1@ferrerpb.com.br,Cruz Do Espirito Santo,PB,Centro,58.337-000,Tv Santo Antonio,2,"Tv Santo Antonio, Cruz Do Espirito Santo - PB",-7.1408745,-35.0883987,4
S N Representacoes,Silvino Corcino De Medeiros Neto - Epp,03.936.634/0001-49,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,até 4,7/13/2000,Não informado,(83) 3421-2078,Não informado,Cacimbas,PB,Centro,58.698-000,Rua Jose Terto Da Cunha,32,"Rua Jose Terto Da Cunha, Cacimbas - PB",-7.2136635,-37.0603264,4
Cavalcanti Representacoes Ss Ltda - Epp,Cavalcanti Representacoes Ss Ltda - Epp,35.428.895/0001-44,COMÉRCIO,Comércio Atacadista,Sociedade Simples Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,até 4,8/16/1990,Não informado,(83) 3241-2991,Não informado,Cruz Do Espirito Santo,PB,Centro,58.337-000,Rua Cezar Cartaxo,24,"Rua Cezar Cartaxo, Cruz Do Espirito Santo - PB",-7.1409389,-35.0907436,4
Jabre,Jabre Representacoes S S Ltda - Epp,09.386.731/0001-91,COMÉRCIO,Comércio Atacadista,Sociedade Simples Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,até 4,9/3/1982,Não informado,(83) 3241-1353,jabre_adm@uol.com.br,Cruz Do Espirito Santo,PB,Centro,58.337-000,Rua Cezar Cartaxo,24,"Rua Cezar Cartaxo, Cruz Do Espirito Santo - PB",-7.1409389,-35.0907436,4
Alimap-Alimentos E Materias-Primas Comercio Ltda - Epp,Alimap-Alimentos E Materias-Primas Comercio Ltda - Epp,09.297.953/0001-38,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,7/5/1979,Não informado,Não informado,Não informado,Sousa,PB,Centro,58.806-000,Rua Dr Silva Mariz,16,"Rua Dr Silva Mariz, Sousa - PB",-6.7576113,-38.2310602,4
Comercial Dias Atacadista,Comercial Dias Atacadista Ltda - Epp,19.104.570/0001-50,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,18/10/2013,Não informado,(83) 3271-8043,comercialdiasatacadista@gmail.com,Guarabira,PB,Novo,58.200-000,Rua Joca Ataide,420,"Rua Joca Ataide, Guarabira - PB",-6.8464102,-35.4923528,4
Dga - Distribuidora Guarabirense De Alimentos Ltda - Epp,Dga - Distribuidora Guarabirense De Alimentos Ltda - Epp,04.505.819/0001-61,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,6/19/2001,Não informado,Não informado,Não informado,Guarabira,PB,Bairro Novo,58.200-000,Rua Joca Ataide,780,"Rua Joca Ataide, Guarabira - PB",-6.8464102,-35.4923528,4
Medfarma,Capmed Comercio Atacadista De Medicamentos Ltda - Epp,06.270.654/0001-11,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,5/26/2004,Não informado,Não informado,Não informado,Caapora,PB,Centro,58.326-000,Rua Tancredo Neves,35,"Rua Tancredo Neves, Caapora - PB",-7.5139109,-34.9197749,4
4styllo,Comercio Atacadista De Perfumes E Cosmeticos 4styllo Ltda - Epp,11.285.486/0001-78,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,29/10/2009,Não informado,(83) 3521-1674,carlinho4styllo@hotmail.com,Sousa,PB,Estacao,58.803-190,Rua Epitacio Pessoa,21,"Rua Epitacio Pessoa, Sousa - PB",-6.7652635,-38.2339721,4
Hidrobras Ind Comercio E Rep De Equip Hidraulicos Ltda - Epp,Hidrobras Ind Comercio E Rep De Equip Hidraulicos Ltda - Epp,00.879.217/0001-13,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,26/10/1995,Não informado,Não informado,Não informado,Bayeux,PB,Rio Do Meio,58.308-005,Tr Francisco Marques Da Fonseca,500,"Tr Francisco Marques Da Fonseca, Bayeux - PB",-7.1320866,-34.9310295,4
Is Locacao,Nordeste Maquinas E Servicos Ltda,03.919.466/0001-83,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,7/11/2000,Não informado,(83) 8875-3400,Não informado,Bayeux,PB,Imaculada,58.309-000,Rua Francisco Marques Da Fonseca,200,"Rua Francisco Marques Da Fonseca, Bayeux - PB",-7.1320866,-34.9310295,4
Mpb,Minerais Palmeirense Do Brasil Ltda - Epp,05.775.231/0001-90,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Até 4,7/21/2003,Não informado,Não informado,Não informado,Nova Palmeira,PB,Centro,58.184-000,Rua Jorge Mendonca,4,"Rua Jorge Mendonca, Nova Palmeira - PB",-6.6744466,-36.4216614,4
G E Barros Comercio De Produtos Alimenticios Ltda - Epp,G E Barros Comercio De Produtos Alimenticios Ltda - Epp,10.886.435/0001-39,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,6/9/2009,Não informado,Não informado,Não informado,Campina Grande,PB,Prata,58.400-610,Rua Arrojado Lisboa,S/N,"Rua Arrojado Lisboa, Campina Grande - PB",-7.2158521,-35.895439,2
Vasconcelos E Cavalcante Ltda - Epp,Vasconcelos E Cavalcante Ltda - Epp,04.915.945/0001-94,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,5 à 9,2/27/2002,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.101-490,Rua Pres Joao Pessoa,S/N,"Rua Pres Joao Pessoa, Campina Grande - PB",-7.2164509,-35.8896766,4
Maria Do Socorro Da Silva Monteiro Eireli - Epp,Maria Do Socorro Da Silva Monteiro Eireli - Epp,09.164.823/0001-27,COMÉRCIO,Comércio Atacadista,Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,5/8/1985,Não informado,Não informado,Não informado,Sao Bento,PB,Centro,58.865-000,Rua Sergio Silveira,S/N,"Rua Sergio Silveira, Sao Bento - PB",-6.48892,-37.4505266,4
Coroa Comercio E Fracionamento De Cereais Ltda - Epp,Coroa Comercio E Fracionamento De Cereais Ltda - Epp,21.391.428/0001-82,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,12/11/2014,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.400-223,Rua Cristovao Colombo,S/N,"Rua Cristovao Colombo, Campina Grande - PB",-7.2194322,-35.8786116,4
Breno Vasconcelos Tome - Epp,Breno Vasconcelos Tome - Epp,17.312.837/0001-79,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Até 4,17/12/2012,Não informado,Não informado,Não informado,Campina Grande,PB,Liberdade,58.414-063,Rua Dom Anselmo De Pietrula,S/N,"Rua Dom Anselmo De Pietrula, Campina Grande - PB",-7.2362231,-35.8893313,4
Rede Facil Distribuicao E Atacado De Materiais De Construcao E Servicos S/A - Epp,Rede Facil Distribuicao E Atacado De Materiais De Construcao E Servicos S/A - Epp,12.802.839/0001-22,COMÉRCIO,Comércio Atacadista,Sociedade Anônima Fechada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,28/10/2010,Não informado,Não informado,Não informado,Campina Grande,PB,Catole,58.410-100,Rua Guilhermino Barbosa,S/N,"Rua Guilhermino Barbosa, Campina Grande - PB",-7.2369782,-35.8854811,4
Cezar RepresentaÇÕes Eireli - Epp,Cezar RepresentaÇÕes Eireli - Epp,09.093.311/0001-17,COMÉRCIO,Comércio Atacadista,Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,9/17/1973,Não informado,Não informado,Não informado,Joao Pessoa,PB,Centro,58.010-770,Avenida Miguel Couto,S/N,"Avenida Miguel Couto, Joao Pessoa - PB",-7.1186058,-34.8831344,4
T C Comercio De Cereais Ltda - Epp,T C Comercio De Cereais Ltda - Epp,19.081.901/0001-83,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,10/10/2013,Não informado,Não informado,Não informado,Campina Grande,PB,Alto Branco,58.401-627,Rua Doutor Vasconcelos,S/N,"Rua Doutor Vasconcelos, Campina Grande - PB",-7.2048349,-35.8809103,4
Ducampo Maquinas E Equipamentos Ltda - Epp,Ducampo Maquinas E Equipamentos Ltda - Epp,07.486.433/0001-48,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,7/12/2005,Não informado,(83) 3322-5074,Não informado,Campina Grande,PB,Centro,58.101-480,Rua Joao Da Silva Pimentel,51,"Rua Joao Da Silva Pimentel, Campina Grande - PB",-7.2130686,-35.8877797,4
Antonio Almeida Dias - Epp,Antonio Almeida Dias - Epp,35.420.371/0001-07,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Até 4,10/1/1990,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.400-208,Rua Quebra Quilos,S/N,"Rua Quebra Quilos, Campina Grande - PB",-7.2210156,-35.8766416,4
Golden Importadora E Exportadora Ltda - Epp,Golden Importadora E Exportadora Ltda - Epp,05.797.049/0001-30,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Até 4,8/6/2003,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.101-000,Rua Vidal De Negreiros,S/N,"Rua Vidal De Negreiros, Campina Grande - PB",-7.2210984,-35.8828724,4
A & J Representacoes E Comercio Ltda - Epp,A & J Representacoes E Comercio Ltda - Epp,11.009.646/0001-56,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,7/21/2009,Não informado,Não informado,Não informado,Campina Grande,PB,Novo Cruzeiro,58.415-625,Rua Ana Vilar,S/N,"Rua Ana Vilar, Campina Grande - PB",-7.2476393,-35.9016762,4
Michele Maria Da Silva - Epp,Michele Maria Da Silva - Epp,11.693.562/0001-84,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/12/2010,Não informado,Não informado,Não informado,Campina Grande,PB,Jose Pinheiro,58.407-450,Rua Campos Sales,S/N,"Rua Campos Sales, Campina Grande - PB",-7.2257831,-35.8724315,4
Eraldo Luziberio Teixeira - Epp,Eraldo Luziberio Teixeira - Epp,13.150.530/0001-68,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,1/11/2011,Não informado,Não informado,Não informado,Campina Grande,PB,Bodocongo,58.430-136,Rua Esequias Trajano,S/N,"Rua Esequias Trajano, Campina Grande - PB",-7.2305071,-35.9199682,4
Representacoes Almeida Ltda - Epp,Representacoes Almeida Ltda - Epp,05.109.329/0001-09,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,6/19/2002,Não informado,Não informado,Não informado,Campina Grande,PB,Liberdade,58.414-255,Rua Edesio Silva,S/N,"Rua Edesio Silva, Campina Grande - PB",-7.2430961,-35.8921015,4
Alves E Reis Cerealista Ltda - Epp,Alves E Reis Cerealista Ltda - Epp,05.900.940/0001-50,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,9/23/2003,Não informado,Não informado,Não informado,Campina Grande,PB,Catole,58.410-100,Rua Guilhermino Barbosa,S/N,"Rua Guilhermino Barbosa, Campina Grande - PB",-7.2369782,-35.8854811,4
Tenedo - Distribuidora De Artigos Do Lar Ltda - Epp,Tenedo - Distribuidora De Artigos Do Lar Ltda - Epp,08.986.818/0001-37,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,7/31/2007,Não informado,Não informado,Não informado,Catole Do Rocha,PB,Centro,58.884-000,Rua Projetada,S/N,"Rua Projetada, Catole Do Rocha - PB",-6.3341106,-37.7369649,4
Comercio E Rebeneficiamento De Cereais Mercosul Ltda - Epp,Comercio E Rebeneficiamento De Cereais Mercosul Ltda - Epp,02.018.294/0001-04,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,8/6/1997,Não informado,Não informado,Não informado,Campina Grande,PB,Acacio Figueiredo,58.421-070,Rua Ministro Dilson Funaro,S/N,"Rua Ministro Dilson Funaro, Campina Grande - PB",-7.263605,-35.9146184,4
Edinaldo Brandao De Oliveira - Epp,Edinaldo Brandao De Oliveira - Epp,01.559.797/0001-24,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,28/11/1996,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.400-028,Rua Joao Da Silva Pimentel,S/N,"Rua Joao Da Silva Pimentel, Campina Grande - PB",-7.2130686,-35.8877797,4
Retrama Com E Rec De Pecas Tratores E Mat Agricola Ltda - Epp,Retrama Com E Rec De Pecas Tratores E Mat Agricola Ltda - Epp,24.109.217/0001-00,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,5/17/1989,Não informado,Não informado,Não informado,Campina Grande,PB,Serrotao,58.434-050,Rua Jose Luiz Fernandes,S/N,"Rua Jose Luiz Fernandes, Campina Grande - PB",-7.2265482,-35.9321453,4
Sobral & Cia Ltda - Epp,Sobral & Cia Ltda - Epp,11.987.245/0001-70,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,10 à 19,5/19/1987,Não informado,Não informado,Não informado,Alagoa Grande,PB,Centro,58.388-000,Rua Con Firmino Cavalcante,S/N,"Rua Con Firmino Cavalcante, Alagoa Grande - PB",-7.0388897,-35.6306926,4
Do Lago Representacoes Comerciais Ltda - Epp, Do Lago Representacoes Comerciais Ltda - Epp,13.768.824/0001-58,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,6/2/2011,Não informado,Não informado,Não informado,Campina Grande,PB,Itarare,58.411-040,Rua Benicio Ribeiro De Brito,S/N,"Rua Benicio Ribeiro De Brito, Campina Grande - PB",-7.2542474,-35.8775346,4
Thyago Cesar Rodrigues Bezerra Eireli - Epp,Thyago Cesar Rodrigues Bezerra Eireli - Epp,22.131.290/0001-45,COMÉRCIO,Comércio Atacadista,Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,3/26/2015,Não informado,Não informado,Não informado,Campina Grande,PB,Lauritzen,58.401-360,Rua Doutor Vasconcelos,S/N,"Rua Doutor Vasconcelos, Campina Grande - PB",-7.2048349,-35.8809103,4
Kl Representacoes Ltda - Epp,Kl Representacoes Ltda - Epp,17.456.166/0001-10,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,1/22/2013,Não informado,Não informado,Não informado,Campina Grande,PB,Tres Irmas,58.423-490,Rua Maria Eva De Moura,S/N,"Rua Maria Eva De Moura, Campina Grande - PB",-7.2531715,-35.9248459,4
Campina Distribuidora De Bebidas Ltda - Epp,Campina Distribuidora De Bebidas Ltda - Epp,17.641.800/0001-94,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,2/26/2013,Não informado,Não informado,Não informado,Campina Grande,PB,Estacao Velha,58.410-097,Rua Guilhermino Barbosa,S/N,"Rua Guilhermino Barbosa, Campina Grande - PB",-7.2369782,-35.8854811,4
Edna Verlaine Mina Gomes - Epp,Edna Verlaine Mina Gomes - Epp,20.226.327/0001-93,COMÉRCIO,Comércio Atacadista,Empresário (Individual),Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,5/9/2014,Não informado,Não informado,Não informado,Campina Grande,PB,Catole,58.410-340,Rua Vigario Calixto,S/N,"Rua Vigario Calixto, Campina Grande - PB",-7.243378,-35.8791049,4
Ws Comercial De Alimentos Ltda - Epp,Ws Comercial De Alimentos Ltda - Epp,14.466.615/0001-12,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,13/10/2011,Não informado,Não informado,Não informado,Campina Grande,PB,Catole,58.410-180,Rua Antonio De Souza Lopes,S/N,"Rua Antonio De Souza Lopes, Campina Grande - PB",-7.2333393,-35.8723408,4
Silveira Comercio E Representacoes De Produtos Alimenticios Ltda - Epp,Silveira Comercio E Representacoes De Produtos Alimenticios Ltda - Epp,06.240.152/0001-48,COMÉRCIO,Comércio Atacadista,Sociedade Empresária Limitada,Pequeno Porte,de R$360 mil até R$3.6 M ,Não informado,Não informado,5/11/2004,Não informado,Não informado,Não informado,Campina Grande,PB,Centro,58.101-470,Rua Luis Soares,S/N,"Rua Luis Soares, Campina Grande - PB",-7.2168108,-35.8910973,4
